"AÑO","CURSO","MATERIA","GENERO","EDAD","GRUPO ÉTNICO","ZONA RESIDENCIAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","3","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","INDIGENA","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","4","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","10","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","5","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","10","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","3","INDIGENA","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","3","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","MASCULINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","5","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","4","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","10","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","10","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO ARTES PLÁSTICAS","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","5","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","AFROCOLOMBIANO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","4","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","4","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","AFROCOLOMBIANO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","9","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","INDIGENA","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","6","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","7","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","6","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","MASCULINO","8","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","11","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","ESTUDIO DE LA FIGURA HUMANA I","FEMENINO","11","NINGUNO","RURAL"
"2,023","BASE EXPLORATORIA","DESPERTAR DE LOS SENTIDOS","FEMENINO","10","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","12","NINGUNO","URBANO"
"2,023","BASE EXPLORATORIA","SEMILLERO INTEGRAL","FEMENINO","12","NINGUNO","URBANO"
